property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4.0,3.0,3,7.0,Moderately Old,10000.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,2250.25
flat,signature global solera 2,sector 107,0.37,6679.0,2.0,2.0,2,9.0,New Property,615.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,277.0
house,independent,sector 24,5.25,38889.0,4.0,4.0,3+,2.0,Relatively New,1350.0,0.0,1.0,0.0,1.0,0.0,1.0,72.0,337.5
flat,puri emerald bay,sector 104,1.32,8516.0,2.0,2.0,2,10.0,Relatively New,1403.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,775.0
flat,vatika xpressions,sector 88b,0.92,7360.0,2.0,2.0,2,3.0,Relatively New,1300.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,625.0
flat,smart world orchard,sector 61,1.85,14800.0,2.0,2.0,2,3.0,New Property,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,625.0
flat,dlf trinity towers,sector 43,3.8,15510.0,3.0,3.0,3+,1.0,Moderately Old,2450.0,0.0,1.0,0.0,1.0,0.0,1.0,68.0,816.6666666666666
house,emaar mgf marbella,sector 66,12.0,37037.0,4.0,4.0,3+,3.0,Relatively New,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,160.0,810.0
flat,ss the leaf,sector 85,1.77,7350.0,3.0,4.0,3,6.0,Moderately Old,1450.0,0.0,1.0,0.0,0.0,0.0,1.0,135.0,802.6666666666666
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3.0,3.0,3,5.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,550.0
house,international city by sobha phase 1,sector 109,12.0,20000.0,5.0,6.0,3,2.0,Relatively New,7000.0,1.0,1.0,0.0,0.0,0.0,1.0,154.0,1200.0
flat,godrej,sector 79,2.01,8495.0,3.0,4.0,3+,6.0,Relatively New,2141.0,0.0,1.0,0.0,0.0,0.0,0.0,158.0,788.6666666666666
flat,gls arawali homes,sohna road,0.35,6076.0,2.0,2.0,2,11.0,Relatively New,528.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,288.0
flat,bptp terra,sector 37d,1.6,7303.0,4.0,3.0,3+,7.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,1.0,1.0,139.0,547.75
flat,vipul lavanya,sector 81,0.65,5263.0,2.0,2.0,2,14.0,Moderately Old,985.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,617.5
house,dlf city plots,sector 26,17.0,37627.0,5.0,6.0,3,2.0,Old Property,4518.0,0.0,1.0,1.0,1.0,0.0,1.0,87.0,903.6
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3+,9.0,Relatively New,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,633.3333333333334
flat,signature global synera,sector 81,0.48,8027.0,2.0,2.0,1,14.0,Relatively New,547.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,299.0
flat,spaze privvy the address,sector 93,1.25,5700.0,4.0,4.0,3,16.0,Relatively New,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.25
flat,the close north,sector 50,2.51,11992.0,3.0,3.0,3,11.0,Moderately Old,2093.0,0.0,0.0,1.0,1.0,0.0,1.0,109.0,697.6666666666666
flat,afnhb jalvayu vihar,sector 30,0.69,7271.0,2.0,2.0,1,3.0,Old Property,896.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,474.5
flat,corona optus,sector 37c,1.27,7204.0,3.0,3.0,3,2.0,Relatively New,1581.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,587.6666666666666
flat,tulip monsella,sector 53,7.4,33199.0,4.0,4.0,3,21.0,Under Construction,2477.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,557.25
flat,vatika city,sector 49,3.6,11921.0,4.0,5.0,3,7.0,Moderately Old,3356.0,0.0,1.0,0.0,1.0,0.0,2.0,15.0,755.0
flat,emaar palm gardens,sector 83,1.4,9675.0,3.0,3.0,3,11.0,Relatively New,1582.0,0.0,1.0,0.0,0.0,0.0,2.0,58.0,482.3333333333333
house,independent,sector 46,2.4,2963.0,4.0,4.0,3,3.0,Moderately Old,900.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,2025.0
flat,ramsons kshitij,sector 95,0.3,3158.0,2.0,2.0,1,11.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0
flat,experion the heartsong,sector 108,1.02,7950.0,2.0,3.0,3,4.0,Relatively New,1283.0,1.0,0.0,0.0,0.0,0.0,0.0,112.0,641.5
flat,shyam apartment,sector 3,0.26,3714.0,2.0,1.0,2,2.0,Relatively New,611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0
flat,pareena mi casa,sector 68,1.7,8500.0,4.0,4.0,3+,23.0,New Property,1809.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,500.0
flat,m3m capital,sector 113,3.25,14143.0,4.0,4.0,3+,34.0,Under Construction,2553.0,1.0,1.0,0.0,1.0,0.0,0.0,115.0,574.5
flat,tata primanti,sector 72,4.1,14099.0,4.0,5.0,3+,39.0,New Property,2629.0,0.0,1.0,0.0,0.0,1.0,0.0,103.0,727.0
flat,ireo skyon,sector 60,2.12,15531.0,2.0,2.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0,682.5
flat,bestech park view residency,sector 2,1.5,7825.0,3.0,4.0,3+,10.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,639.0
house,independent,sector 4,1.25,4386.0,2.0,3.0,0,1.0,Moderately Old,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0
flat,vatika emilia floors,sector 83,0.6,5714.0,2.0,2.0,2,1.0,Relatively New,990.0,0.0,0.0,0.0,0.0,0.0,1.0,167.0,525.0
flat,ats tourmaline,sector 109,1.72,8000.0,3.0,4.0,3+,7.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0,716.6666666666666
flat,m3m sky lofts,sector 71,0.9,13177.0,1.0,1.0,No,6.0,New Property,683.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,683.0
flat,ansal heights 86,sector 86,0.64,4706.0,2.0,2.0,1,3.0,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,680.0
house,independent,sector 4,0.8,11852.0,2.0,3.0,1,2.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.5
flat,ss the leaf,sector 85,2.0,8306.0,3.0,4.0,3,6.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,802.6666666666666
flat,m3m capital,sector 113,2.57,15576.0,4.0,5.0,3+,25.0,Under Construction,2060.0,1.0,0.0,0.0,0.0,0.0,1.0,79.0,412.5
flat,shri banke bihari society,sector 56,1.37,9133.0,3.0,3.0,3+,2.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,500.0
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,557.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,250.5
flat,emaar palm heights,sector 77,1.79,8840.0,3.0,3.0,3,1.0,New Property,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,675.0
flat,signature global solera,sector 107,0.5,4762.0,3.0,2.0,2,5.0,Relatively New,850.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,350.0
house,independent,sector 7,0.45,5000.0,3.0,2.0,0,1.0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
flat,dlf the skycourt,sector 86,1.35,6998.0,3.0,3.0,1,9.0,Relatively New,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,643.0
flat,signature global solera,sector 107,0.28,5833.0,2.0,2.0,2,11.0,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,240.0
flat,signature global park,sohna road,0.56,6813.0,2.0,2.0,3,3.0,New Property,913.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,411.0
flat,hcbs sports ville,sohna road,0.29,5588.0,2.0,2.0,1,4.0,Relatively New,577.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,259.5
flat,pareena coban residences,sector 99a,1.35,6760.0,3.0,5.0,3,6.0,New Property,1807.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0,665.6666666666666
house,independent,sector 43,1.9,3909.0,3.0,3.0,3+,3.0,Old Property,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1620.0
flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3.0,3.0,2,12.0,Relatively New,1950.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,650.0
flat,m3m one key resiments,sector 67,0.8,13115.0,1.0,1.0,No,0.0,Relatively New,610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0
flat,microtek greenburg,sector 86,1.23,8311.0,2.0,2.0,3,13.0,Relatively New,1339.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,740.0
house,dlf the grove,sector 54,5.7,23457.0,4.0,4.0,0,1.0,Moderately Old,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,607.5
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3.0,3.0,3,2.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,550.0
flat,signature global solera 2,sector 107,0.5,8929.0,2.0,2.0,2,13.0,New Property,622.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,280.0
house,independent,sector 46,3.6,24845.0,5.0,5.0,3+,3.0,Moderately Old,1449.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,289.8
flat,valley view estate,gwal pahari,1.5,8278.0,4.0,4.0,3+,9.0,Old Property,2013.0,1.0,1.0,0.0,0.0,1.0,0.0,135.0,453.0
flat,viridian the plaza 106,sector 106,0.39,5571.0,1.0,1.0,1,7.0,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,700.0
flat,spaze privy at,sector 84,1.24,6465.0,3.0,3.0,3,8.0,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,158.0,639.3333333333334
flat,spaze privvy the address,sector 93,1.25,6898.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,604.0
house,sushant lok 1 builder floors,sector 43,1.65,3395.0,4.0,4.0,3+,4.0,Moderately Old,540.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0,1215.0
house,eldeco mansionz,sector 48,6.0,22222.0,4.0,4.0,3+,2.0,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,675.0
flat,ats kocoon,sector 109,2.22,10597.0,3.0,3.0,3,20.0,Relatively New,1896.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0,698.3333333333334
flat,signature global solera,sector 107,0.25,7862.0,1.0,1.0,No,0.0,Relatively New,318.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,318.0
flat,ireo victory valley,sector 67,2.95,12236.0,3.0,3.0,3,10.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,803.6666666666666
flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,3.0,2.0,3+,6.0,Moderately Old,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,508.6666666666667
flat,experion windchants,sector 112,5.2,10726.0,4.0,6.0,3+,15.0,Relatively New,3655.35,0.0,1.0,0.0,1.0,0.0,1.0,174.0,1212.0
flat,vatika gurgaon,sector 83,1.25,6313.0,3.0,3.0,2,12.0,Moderately Old,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,660.0
flat,shree vardhman victoria,sector 70,1.55,7949.0,3.0,3.0,3,6.0,Relatively New,1527.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0,650.0
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3.0,4.0,3,8.0,Relatively New,1805.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,665.0
house,independent,sector 3,1.5,10288.0,3.0,3.0,0,2.0,Old Property,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0
flat,vatika the seven lamps,sector 82,0.85,5977.0,2.0,2.0,2,9.0,Relatively New,1294.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,711.0
flat,dlf the primus,sector 82a,2.2,10516.0,3.0,3.0,3+,16.0,Relatively New,1893.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,697.3333333333334
flat,green court,sector 90,0.5,8333.0,2.0,2.0,1,8.0,New Property,650.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,300.0
flat,ss residency,sector 6,0.48,5333.0,3.0,2.0,2,2.0,Moderately Old,111.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,300.0
flat,dlf the primus,sector 82a,1.87,10395.0,3.0,3.0,3,31.0,Moderately Old,1668.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,599.6666666666666
flat,dlf new town heights,sector 90,1.2,6218.0,3.0,3.0,3+,15.0,Relatively New,1747.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,643.3333333333334
flat,tulip violet,sector 69,1.7,10773.0,3.0,3.0,2,0.0,Relatively New,1428.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,526.0
flat,ambience creacions,sector 22,1.65,11957.0,2.0,2.0,2,9.0,Relatively New,1200.0,0.0,0.0,0.0,1.0,1.0,2.0,133.0,690.0
flat,gls avenue 51,sector 92,0.39,6075.0,3.0,3.0,3+,6.0,Relatively New,713.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,214.0
flat,ireo uptown,sector 66,1.32,11438.0,2.0,2.0,2,6.0,Relatively New,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,577.0
flat,ansal heights 86,sector 86,0.82,6029.0,2.0,2.0,1,12.0,New Property,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,680.0
flat,central park flower valley aqua front towers,sector 33,2.96,13871.0,4.0,4.0,3,1.0,New Property,2371.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,533.5
flat,m3m heights,sector 65,2.78,15200.0,3.0,3.0,3,44.0,Relatively New,1829.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,609.6666666666666
house,independent,sector 40,2.15,23889.0,3.0,3.0,3,3.0,Moderately Old,900.0,1.0,0.0,1.0,1.0,0.0,0.0,45.0,300.0
flat,vatika gurgaon,sector 83,0.84,6747.0,2.0,2.0,2,7.0,Moderately Old,1127.0,0.0,0.0,0.0,0.0,0.0,1.0,157.0,622.5
house,independent,sector 43,5.75,23663.0,4.0,4.0,2,4.0,Under Construction,2430.0,0.0,1.0,1.0,0.0,0.0,2.0,153.0,607.5
flat,emaar gurgaon greens,sector 102,1.38,13490.0,3.0,3.0,3,6.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,128.0,341.0
flat,indiabulls enigma,sector 110,3.6,10588.0,4.0,5.0,3,7.0,Relatively New,3077.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,850.0
flat,gls arawali homes,sohna road,0.28,4308.0,2.0,2.0,2,12.0,New Property,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0
flat,smart world gems,sector 89,1.1,9973.0,3.0,1.0,No,0.0,New Property,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,367.6666666666667
flat,emaar mgf emerald floors premier,sector 65,2.29,13879.0,3.0,4.0,3+,2.0,Relatively New,1833.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,550.0
house,independent,sector 12,1.7,8000.0,5.0,5.0,3,3.0,Moderately Old,2000.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,425.0
flat,ss the leaf,sector 85,2.15,7646.0,4.0,5.0,3+,1.0,Relatively New,2545.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,703.0
flat,dlf royalton tower,sector 43,6.5,22109.0,4.0,5.0,2,8.0,Relatively New,2661.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,735.0
house,sheetla enclave,sector 5,0.96,10000.0,2.0,4.0,2,3.0,Moderately Old,945.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,480.0
flat,umang monsoon breeze,sector 78,0.95,5491.0,3.0,3.0,2,9.0,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,576.6666666666666
house,ansal sushant lok,sector 43,10.5,27911.0,4.0,4.0,2,2.0,Old Property,3762.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,940.5
flat,paras dews,sector 106,0.88,6354.0,2.0,2.0,3+,1.0,Relatively New,940.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,692.5
flat,emaar mgf the palm drive,sector 66,1.51,15130.0,2.0,2.0,2,5.0,Relatively New,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,82.0,499.0
flat,ashiana mulberry,sohna road,1.07,6185.0,3.0,3.0,3+,7.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,576.6666666666666
flat,experion the heartsong,sector 108,1.55,7738.0,3.0,3.0,3+,7.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,667.6666666666666
house,independent,sector 25,6.6,36667.0,6.0,7.0,3+,2.0,Moderately Old,1800.0,1.0,1.0,0.0,0.0,0.0,1.0,119.0,300.0
flat,ss the leaf,sector 85,1.2,12371.0,2.0,2.0,2,4.0,Relatively New,1190.0,0.0,1.0,1.0,0.0,0.0,0.0,81.0,485.0
flat,emaar gurgaon greens,sector 102,1.45,8788.0,3.0,3.0,3,8.0,Relatively New,1300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,550.0
flat,the lions cghs,sector 56,2.05,9535.0,4.0,4.0,3,7.0,Relatively New,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,49.0,537.5
flat,oriental valley chs,sector 9a,1.5,8108.0,4.0,3.0,3+,8.0,Moderately Old,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,462.5
flat,bestech park view grand spa,sector 81,2.3,8647.0,3.0,4.0,3+,7.0,Relatively New,2280.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,886.6666666666666
flat,vatika gurgaon,sector 83,0.78,6265.0,2.0,2.0,2,3.0,Relatively New,850.0,1.0,0.0,0.0,1.0,0.0,1.0,165.0,622.5
flat,pivotal devaan,sector 84,0.41,7033.0,2.0,2.0,2,10.0,New Property,565.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,291.5
flat,tulip orange,sector 70,1.1,8148.0,3.0,2.0,2,5.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0
flat,mapsko royale ville,sector 82,0.99,5531.0,3.0,4.0,2,14.0,New Property,1620.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,596.6666666666666
flat,signature global park,sohna road,0.55,6691.0,2.0,2.0,3,3.0,Relatively New,913.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,411.0
flat,tulip purple,sector 69,1.8,9000.0,4.0,5.0,3+,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,500.0
flat,bestech park view city,sector 48,4.25,9335.0,4.0,5.0,3+,14.0,Moderately Old,4120.0,1.0,0.0,0.0,0.0,0.0,1.0,81.0,1138.25
house,huda,sector 38,3.5,24005.0,3.0,2.0,3,2.0,Moderately Old,1458.0,0.0,0.0,1.0,0.0,0.0,1.0,85.0,486.0
flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,4.0,Old Property,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,640.0
flat,signature global solera,sector 107,0.5,7752.0,3.0,2.0,2,6.0,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,215.0
flat,sunischit apartments,sector 54,1.69,7953.0,3.0,3.0,3+,5.0,Old Property,1991.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,708.3333333333334
house,independent,sector 7,0.9,10000.0,2.0,4.0,3,3.0,Old Property,900.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,450.0
flat,mapsko mount ville,sector 79,1.25,8389.0,3.0,3.0,3+,16.0,Relatively New,1656.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,496.6666666666667
flat,ss,sector 85,2.1,7468.0,4.0,4.0,3,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,703.0
house,independent,sector 39,7.0,10000.0,10.0,11.0,3+,4.0,Relatively New,7000.0,0.0,0.0,0.0,1.0,0.0,2.0,38.0,700.0
flat,corona optus,sector 37c,1.44,7251.0,3.0,3.0,3+,8.0,New Property,2211.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,662.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3.0,3.0,3+,15.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,617.3333333333334
flat,orchid petals,sector 49,4.21,11836.0,5.0,6.0,3+,14.0,Relatively New,3219.0,0.0,1.0,0.0,1.0,0.0,0.0,35.0,711.4
flat,microtek greenburg,sector 86,1.3,15294.0,2.0,3.0,3,5.0,Relatively New,944.0,1.0,0.0,0.0,0.0,0.0,1.0,45.0,425.0
flat,vatika lifestyle homes,sector 83,1.05,7500.0,3.0,2.0,2,1.0,Moderately Old,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0,466.6666666666667
flat,hero homes,sector 104,1.2,17544.0,2.0,2.0,2,22.0,Under Construction,877.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,342.0
flat,signature global city 81,sector 81,0.82,8641.0,2.0,2.0,3,2.0,Relatively New,955.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,474.5
flat,pareena mi casa,sector 68,1.0,8163.0,2.0,2.0,2,16.0,New Property,1361.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,612.5
house,emaar emerald hills,sector 65,12.5,34722.0,4.0,4.0,3+,2.0,Relatively New,3600.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,900.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3.0,3.0,3,1.0,Relatively New,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,573.6666666666666
flat,emaar mgf emerald estate,sector 65,1.7,21014.0,3.0,3.0,3,7.0,Relatively New,1081.0,1.0,0.0,0.0,0.0,0.0,1.0,116.0,269.6666666666667
flat,pivotal devaan apartments,sector 84,0.39,6500.0,2.0,2.0,No,5.0,Relatively New,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0
flat,tulip violet,sector 69,1.37,8908.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,512.6666666666666
flat,godrej,sector 79,1.41,8998.0,2.0,2.0,3,3.0,New Property,1747.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,783.5
flat,tulip purple,sector 69,1.92,8000.0,4.0,5.0,3+,5.0,Relatively New,2172.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0,600.0
flat,m3m skywalk,sector 74,2.25,12500.0,3.0,3.0,3,5.0,Relatively New,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,600.0
flat,experion the heartsong,sector 108,1.7,8487.0,3.0,4.0,3+,14.0,Relatively New,1500.29,0.0,1.0,0.0,0.0,0.0,0.0,119.0,667.6666666666666
house,dlf new town heights,sector 86,2.5,7827.0,4.0,5.0,3+,4.0,Moderately Old,3194.0,0.0,1.0,0.0,1.0,1.0,1.0,49.0,798.5
flat,emaar mgf the enclave,sector 66,2.1,12353.0,3.0,4.0,2,12.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0,566.6666666666666
flat,sobha city,sector 108,2.33,14463.0,3.0,3.0,3,17.0,Relatively New,1711.0,0.0,0.0,1.0,0.0,0.0,1.0,159.0,537.0
flat,m3m capital,sector 113,2.37,11499.0,4.0,4.0,3+,20.0,Under Construction,2060.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,515.25
flat,dlf regal gardens,sector 90,1.75,7901.0,4.0,4.0,3+,3.0,Relatively New,2005.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,553.75
house,independent,sector 55,5.6,20741.0,6.0,4.0,3,3.0,Old Property,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,450.0
house,independent,sector 41,11.0,33951.0,4.0,4.0,2,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,1.0,35.0,810.0
flat,tulip violet,sector 69,1.76,8756.0,4.0,4.0,2,6.0,Relatively New,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,502.5
flat,sare homes,sector 92,0.6,5000.0,3.0,2.0,3,4.0,Moderately Old,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,400.0
flat,ss the leaf,sector 85,1.04,5974.0,2.0,3.0,3+,4.0,Relatively New,1576.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,870.5
flat,experion the heartsong,sector 108,1.3,8344.0,3.0,3.0,3+,7.0,Relatively New,1661.0,1.0,0.0,0.0,0.0,0.0,0.0,150.0,519.3333333333334
flat,shree vardhman flora,sector 90,0.85,4404.0,3.0,4.0,3,3.0,Relatively New,1679.0,0.0,1.0,1.0,0.0,0.0,0.0,110.0,643.3333333333334
house,independent,sector 24,11.0,28902.0,8.0,11.0,3+,3.0,Old Property,5000.0,1.0,1.0,0.0,1.0,1.0,1.0,39.0,475.75
flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2.0,2.0,2,15.0,Old Property,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,572.5
flat,orchid island,sector 51,0.71,7889.0,2.0,2.0,1,4.0,Relatively New,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,450.0
house,independent,sector 82,7.5,23148.0,5.0,5.0,3+,2.0,Relatively New,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,135.0,648.0
flat,sare green parc,sector 92,0.85,6741.0,3.0,2.0,2,14.0,Relatively New,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.3333333333333
house,independent,sector 24,3.25,30374.0,4.0,4.0,3,3.0,Old Property,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,267.5
flat,vatika gurgaon,sector 83,1.33,5565.0,4.0,4.0,3,3.0,Relatively New,2193.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,597.5
house,independent,sector 105,0.38,8444.0,2.0,2.0,2,1.0,Moderately Old,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2.0,2.0,2,11.0,New Property,1166.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,674.5
flat,dlf the primus,sector 82a,2.85,10936.0,4.0,4.0,3+,2.0,New Property,2179.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,651.5
flat,pyramid pride,sector 76,0.5,6579.0,2.0,2.0,1,8.0,Under Construction,844.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,380.0
flat,conscient heritage max,sector 102,1.75,9011.0,3.0,4.0,3+,13.0,Relatively New,1757.0,0.0,1.0,0.0,0.0,0.0,1.0,94.0,647.3333333333334
flat,tulip violet,sector 69,1.43,8888.0,3.0,3.0,2,1.0,Relatively New,1305.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,536.3333333333334
