property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2.0,2.0,2,12.0,New Property,747.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,457.5
flat,m3m merlin,sector 67,4.5,14268.0,4.0,4.0,3+,15.0,Relatively New,2854.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0,788.5
flat,signature the serenas,sohna road,0.45,8475.0,2.0,2.0,1,10.0,New Property,590.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,265.5
flat,mapsko royale ville,sector 82,1.12,8000.0,3.0,4.0,2,6.0,Relatively New,1500.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,466.6666666666667
flat,raheja vedas,sector 108,2.15,4134.0,3.0,4.0,3+,12.0,Relatively New,4600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1733.6666666666667
flat,ramprastha the edge towers,sector 37d,0.98,5537.0,3.0,3.0,3+,5.0,Relatively New,1675.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,590.0
house,independent,sector 4,1.9,8444.0,4.0,3.0,2,2.0,Moderately Old,211.0,0.0,0.0,1.0,1.0,0.0,1.0,46.0,562.5
flat,dlf regency park,sector 28,2.3,11819.0,3.0,3.0,3,7.0,Moderately Old,1777.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,648.6666666666666
flat,umang monsoon breeze,sector 78,1.05,5666.0,3.0,3.0,3,6.0,Moderately Old,1853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.6666666666666
flat,alpha corp gurgaonone,sector 84,1.2,9449.0,2.0,2.0,1,6.0,Relatively New,1149.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,635.0
flat,orris carnation residency,sector 85,0.55,5789.0,2.0,2.0,2,5.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,475.0
flat,ansal housing highland park,sector 103,1.25,6443.0,3.0,3.0,3+,2.0,New Property,1464.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,646.6666666666666
flat,pivotal devaan,sector 84,0.35,6003.0,2.0,2.0,1,4.0,Relatively New,528.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,291.5
flat,emaar mgf the palm drive,sector 66,3.5,15902.0,3.0,3.0,2,4.0,Relatively New,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,733.6666666666666
house,independent,sector 7,1.75,11111.0,4.0,2.0,2,2.0,Old Property,1575.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,393.75
flat,breez global heights,sohna road,0.4,6689.0,2.0,2.0,2,7.0,Relatively New,762.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,299.0
flat,ardee city,sector 52,1.55,7381.0,4.0,4.0,3,1.0,Moderately Old,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0
flat,dlf the crest,sector 54,11.0,35484.0,4.0,5.0,3+,7.0,Relatively New,3444.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,775.0
house,ninex city,sector 76,1.75,6250.0,4.0,4.0,0,14.0,New Property,3111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
flat,tulip violet,sector 69,1.68,8358.0,4.0,4.0,2,2.0,Relatively New,1819.0,0.0,0.0,0.0,1.0,0.0,0.0,112.0,502.5
flat,dlf the ultima,sector 81,2.28,10842.0,3.0,3.0,3+,14.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,701.0
flat,sare crescent parc,sector 92,1.0,5128.0,4.0,3.0,2,1.0,Relatively New,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,487.5
flat,ashiana mulberry,sohna road,0.95,6485.0,2.0,2.0,3+,3.0,New Property,1175.97,1.0,0.0,0.0,0.0,0.0,0.0,89.0,732.5
flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5.0,3+,14.0,Relatively New,1692.0,0.0,1.0,0.0,0.0,1.0,0.0,62.0,526.0
flat,ss the leaf,sector 85,1.07,6524.0,2.0,2.0,3,21.0,Relatively New,1484.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,820.0
flat,bestech altura,sector 79,1.85,8605.0,3.0,3.0,3,7.0,New Property,1650.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,716.6666666666666
flat,godrej aria,sector 79,1.3,8844.0,2.0,2.0,2,7.0,Relatively New,1330.0,1.0,0.0,0.0,0.0,0.0,1.0,116.0,735.0
flat,brisk lumbini terrace homes,sector 109,1.38,6339.0,3.0,3.0,1,4.0,Moderately Old,2419.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,725.6666666666666
flat,orris aster court premier,sector 85,1.73,6758.0,4.0,5.0,3+,8.0,Relatively New,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,640.0
flat,m3m woodshire,sector 107,0.9,6589.0,2.0,2.0,3+,10.0,Relatively New,1236.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,683.0
flat,ansal heights 86,sector 86,0.95,5621.0,3.0,2.0,1,6.0,New Property,1878.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,563.3333333333334
flat,corona gracieux,sector 76,1.05,5949.0,3.0,3.0,3+,7.0,Relatively New,1597.0,0.0,0.0,0.0,0.0,0.0,1.0,133.0,588.3333333333334
house,independent,sector 56,3.25,21495.0,5.0,6.0,3+,4.0,Relatively New,1512.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,302.4
house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0,1350.0
flat,tulip violet,sector 69,1.3,8447.0,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,1.0,0.0,1.0,94.0,513.0
house,eros rosewood villas,sector 49,2.8,15556.0,3.0,3.0,3,2.0,Moderately Old,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,600.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2.0,2.0,2,0.0,Under Construction,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,457.5
flat,dlf new town heights,sector 86,1.55,6579.0,4.0,4.0,3+,12.0,Moderately Old,2038.0,0.0,1.0,0.0,1.0,0.0,1.0,120.0,589.0
house,independent,sector 7,0.66,12000.0,3.0,1.0,1,3.0,Relatively New,550.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,183.33333333333331
flat,breez global hill view,sohna road,0.35,6318.0,2.0,2.0,2,14.0,New Property,616.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,277.0
flat,emaar digihomes,sector 62,3.95,15263.0,3.0,3.0,3,33.0,New Property,2876.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,862.6666666666666
flat,puri emerald bay,sector 104,2.65,15006.0,3.0,4.0,3,15.0,Relatively New,2090.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,588.6666666666666
flat,vatika lifestyle homes,sector 83,1.15,6553.0,3.0,2.0,3,15.0,Relatively New,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,585.0
flat,ramsons kshitij,sector 95,0.24,53.0,2.0,2.0,1,10.0,Relatively New,51073.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,22641.5
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1162.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,446.6666666666667
house,independent,sector 43,7.85,29074.0,9.0,9.0,3+,3.0,Relatively New,2700.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,300.0
flat,maxworth city residences,sector 10a,0.9,7081.0,2.0,2.0,3,9.0,New Property,1086.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,635.5
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3.0,3.0,3,3.0,Relatively New,1600.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0,550.0
house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,750.0
flat,lig flat,sector 40,1.5,5556.0,1.0,1.0,No,0.0,Moderately Old,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
flat,gls avenue 51,sector 92,0.45,6000.0,3.0,3.0,1,10.0,Relatively New,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0
house,independent,sector 38,3.9,21242.0,6.0,6.0,3+,3.0,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0,306.0
flat,ss the leaf,sector 83,1.19,7225.0,2.0,2.0,3,4.0,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,823.5
flat,dlf the ultima,sector 81,2.21,10366.0,3.0,3.0,3+,3.0,Relatively New,1881.0,0.0,1.0,0.0,0.0,0.0,2.0,149.0,710.6666666666666
flat,conscient heritage max,sector 102,2.22,13875.0,3.0,4.0,3+,15.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,533.3333333333334
flat,dlf new town heights,sector 90,1.42,4865.0,4.0,4.0,3+,8.0,Moderately Old,2139.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,729.75
flat,supertech araville,sector 79,1.35,6941.0,3.0,3.0,3,4.0,Relatively New,2161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.3333333333334
house,independent,sector 55,2.8,18667.0,4.0,4.0,0,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0
flat,tulip violet,sector 69,1.3,8286.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,523.0
house,dlf south city 1,sector 41,2.65,18929.0,3.0,3.0,3,4.0,New Property,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,466.6666666666667
flat,ats kocoon,sector 109,2.2,10501.0,3.0,4.0,3,13.0,Relatively New,1860.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,698.3333333333334
flat,suncity avenue 76,sector 76,0.75,10204.0,2.0,2.0,2,11.0,Under Construction,665.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,367.5
flat,m3m heights,sector 65,2.01,13499.0,2.0,2.0,3,8.0,New Property,1482.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,744.5
flat,dlf new town heights,sector 90,1.65,6980.0,4.0,4.0,3+,15.0,Moderately Old,2139.0,0.0,1.0,0.0,0.0,0.0,1.0,137.0,591.0
flat,krrish florence estate,sector 70,1.65,7765.0,3.0,4.0,3+,27.0,New Property,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0,708.3333333333334
flat,dlf the ultima,sector 81,2.25,10755.0,3.0,4.0,3+,11.0,Relatively New,2090.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,697.3333333333334
flat,aipl the peaceful homes,sector 70a,2.6,12009.0,3.0,2.0,2,12.0,Moderately Old,2406.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,721.6666666666666
house,independent,sector 38,3.5,20325.0,3.0,2.0,2,1.0,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0
flat,m3m woodshire,sector 107,1.8,7624.0,3.0,4.0,3+,2.0,Relatively New,1837.0,0.0,1.0,0.0,0.0,0.0,0.0,129.0,787.0
flat,m3m golfestate,sector 65,4.94,16234.0,3.0,4.0,3,15.0,Moderately Old,2754.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,1014.3333333333334
flat,ats kocoon,sector 109,2.22,10597.0,3.0,4.0,3,14.0,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,698.3333333333334
house,dlf city plots,sector 26,19.0,42054.0,6.0,6.0,3,2.0,Relatively New,4518.0,1.0,1.0,0.0,0.0,0.0,1.0,121.0,753.0
flat,m3m merlin,sector 67,3.4,14419.0,3.0,4.0,3,16.0,Relatively New,2016.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,786.0
flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0,675.0
flat,vatika sovereign park,sector 99,3.2,9922.0,4.0,4.0,No,5.0,Under Construction,3225.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,806.25
flat,shree vardhman victoria,sector 70,1.15,8519.0,2.0,2.0,3,8.0,Relatively New,1222.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,675.0
flat,sare crescent parc,sector 92,0.5,5000.0,2.0,2.0,3,2.0,Moderately Old,905.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,500.0
flat,shree vardhman victoria,sector 70,1.1,8462.0,2.0,2.0,2,8.0,Relatively New,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,650.0
flat,pareena coban residences,sector 99a,1.38,7150.0,4.0,5.0,3+,1.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,482.5
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,4.0,4.0,3,2.0,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,1.0,89.0,412.5
flat,capital residences 360,sector 70a,1.18,8138.0,2.0,2.0,3,7.0,New Property,1400.0,0.0,0.0,0.0,1.0,0.0,0.0,140.0,725.0
flat,whiteland blissville,sector 76,1.92,11794.0,3.0,3.0,2,3.0,Under Construction,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,542.6666666666666
flat,global height,sohna road,0.45,6338.0,2.0,2.0,2,6.0,Relatively New,789.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,355.0
flat,mvn athens,sohna road,0.24,7059.0,1.0,1.0,1,12.0,Relatively New,378.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,340.0
flat,m3m merlin,sector 67,3.5,14843.0,3.0,4.0,3+,15.0,Relatively New,2134.0,0.0,1.0,0.0,0.0,0.0,1.0,158.0,786.0
flat,dlf new town heights,sector 90,1.95,7151.0,4.0,4.0,3+,24.0,Relatively New,2456.0,0.0,1.0,1.0,0.0,0.0,0.0,174.0,681.75
flat,corona optus,sector 37c,1.25,7090.0,3.0,3.0,3,4.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,587.6666666666666
house,unitech uniworld resorts,sector 33,11.5,24573.0,5.0,6.0,3+,4.0,Relatively New,4680.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,936.0
flat,ambience creacions,sector 22,2.55,13710.0,3.0,3.0,3,5.0,Relatively New,1860.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,620.0
flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3+,14.0,Relatively New,1380.0,0.0,0.0,1.0,0.0,0.0,0.0,141.0,820.0
flat,dlf regency park,sector 28,2.25,14516.0,3.0,3.0,2,16.0,Old Property,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,516.6666666666666
house,independent,sector 28,12.0,42194.0,4.0,5.0,3+,4.0,Relatively New,2844.0,0.0,1.0,1.0,1.0,0.0,1.0,60.0,711.0
flat,vatika gurgaon,sector 83,1.25,6313.0,3.0,3.0,2,2.0,Relatively New,1792.0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,660.0
flat,dlf express greens,manesar,1.6,6809.0,4.0,6.0,3+,4.0,Relatively New,2611.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,587.5
house,ansal api esencia,sector 67,1.85,8222.0,3.0,3.0,3,1.0,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,750.0
flat,adani brahma samsara vilasa,sector 63,3.25,29545.0,3.0,3.0,3,4.0,New Property,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,366.6666666666667
house,signature global park,sohna road,0.85,7589.0,3.0,2.0,2,1.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,373.3333333333333
flat,umang monsoon breeze,sector 78,0.69,5391.0,2.0,2.0,2,11.0,Moderately Old,1422.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,640.0
house,independent,sector 26,8.9,32963.0,4.0,4.0,3+,2.0,Old Property,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,82.0,675.0
flat,ace palm floors,sector 89,0.97,7861.0,2.0,2.0,2,1.0,New Property,1371.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,617.0
flat,vatika city,sector 49,1.85,10577.0,3.0,3.0,1,7.0,Moderately Old,1471.12,0.0,0.0,1.0,1.0,0.0,0.0,158.0,583.0
house,independent,sector 6,0.75,10519.0,2.0,4.0,1,3.0,Moderately Old,713.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,356.5
flat,siddhartha apartment,sector 95,0.72,3664.0,3.0,3.0,2,4.0,Relatively New,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,655.0
flat,rof ananda,sector 95,0.32,5829.0,2.0,2.0,1,9.0,Relatively New,610.0,0.0,0.0,0.0,1.0,0.0,1.0,71.0,274.5
flat,tulip violet,sector 69,1.36,8619.0,3.0,3.0,1,12.0,Relatively New,1291.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,526.0
flat,signature global park 4,sector 36,0.85,11333.0,3.0,2.0,3,1.0,New Property,833.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,250.0
flat,tata primanti,sector 72,3.19,12152.0,4.0,5.0,3+,20.0,Relatively New,2376.0,0.0,1.0,0.0,0.0,0.0,1.0,159.0,656.25
flat,ireo victory valley,sector 67,4.55,14537.0,4.0,4.0,3+,19.0,Relatively New,2833.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0,782.5
flat,tata primanti,sector 72,3.3,15103.0,3.0,4.0,3+,15.0,New Property,2185.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,728.3333333333334
flat,zara aavaas,sector 104,0.22,7309.0,1.0,2.0,2,2.0,New Property,335.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,301.0
flat,godrej,sector 79,1.34,8524.0,3.0,3.0,3,7.0,Relatively New,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,524.0
flat,dlf the skycourt,sector 86,2.2,11500.0,3.0,3.0,1,7.0,Relatively New,1747.0,0.0,0.0,0.0,1.0,0.0,2.0,77.0,637.6666666666666
flat,woodstock floors,sector 50,1.05,10628.0,2.0,2.0,2,2.0,Moderately Old,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,494.0
flat,signature global park 4,sector 36,0.72,6660.0,3.0,2.0,3,3.0,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.3333333333333
flat,dlf the crest,sector 54,11.0,35223.0,4.0,6.0,3,7.0,Relatively New,2826.0,0.0,1.0,0.0,0.0,0.0,2.0,125.0,780.75
flat,godrej nature plus,sector 33,1.5,9677.0,3.0,3.0,3,6.0,Under Construction,1403.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,516.6666666666666
house,nul,sector 25,15.0,23438.0,5.0,5.0,3,2.0,Moderately Old,6400.0,1.0,1.0,0.0,1.0,0.0,1.0,112.0,1280.0
flat,godrej nature plus,sector 33,1.4,15119.0,3.0,2.0,3+,20.0,New Property,113.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,308.6666666666667
flat,shree vardhman flora,sector 90,0.64,4923.0,2.0,2.0,3,6.0,Old Property,1199.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,650.0
flat,signature global park,sohna road,0.78,6404.0,3.0,3.0,3,1.0,Relatively New,1344.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,406.0
flat,vatika city,sector 49,1.72,7818.0,3.0,3.0,2,2.0,Old Property,2444.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,733.3333333333334
flat,emaar palm heights,sector 77,2.25,11250.0,3.0,3.0,3,22.0,New Property,1810.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,666.6666666666666
flat,ss the leaf,sector 85,2.1,7468.0,4.0,5.0,3+,9.0,Relatively New,2545.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,703.0
flat,raheja atharva,sector 109,1.6,5319.0,4.0,1.0,No,0.0,New Property,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.0
flat,experion heartsong,dwarka expressway,1.08,6150.0,3.0,3.0,No,2.0,Under Construction,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.3333333333334
flat,ireo skyon,sector 60,3.05,12788.0,3.0,3.0,3,9.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,795.0
flat,pivotal riddhi siddhi,sector 99,0.72,947.0,2.0,2.0,2,12.0,Relatively New,784.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,3801.5
flat,assotech blith,sector 99,0.92,6740.0,2.0,2.0,3+,22.0,Under Construction,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,682.5
flat,bptp terra,sector 37d,1.45,8007.0,3.0,3.0,3,8.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,603.6666666666666
flat,dlf the skycourt,sector 86,1.55,8035.0,3.0,3.0,3+,12.0,Relatively New,1500.0,0.0,0.0,0.0,0.0,1.0,2.0,166.0,643.0
flat,tulip violet,sector 69,1.4,8838.0,3.0,3.0,2,1.0,Relatively New,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,528.0
flat,satya the hermitage,sector 103,1.12,5625.0,3.0,4.0,3+,9.0,New Property,1734.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,663.6666666666666
flat,vatika city,sector 49,2.1,10417.0,3.0,3.0,3,9.0,Moderately Old,1604.25,0.0,0.0,0.0,1.0,0.0,1.0,132.0,672.0
house,row house,sector 105,0.43,9130.0,3.0,3.0,3,2.0,Relatively New,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
house,independent,sohna road,1.55,14720.0,2.0,3.0,2,1.0,New Property,1053.0,1.0,0.0,0.0,1.0,0.0,1.0,49.0,526.5
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2.0,2.0,No,6.0,Relatively New,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0
flat,godrej,sector 79,1.29,8206.0,2.0,2.0,3,4.0,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0
flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,2,3.0,New Property,1581.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,474.3333333333333
flat,dlf carlton estate,sector 43,2.0,14215.0,3.0,3.0,2,5.0,Moderately Old,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,469.0
flat,kiran residency,sector 56,1.5,6649.0,3.0,5.0,3+,4.0,Moderately Old,2250.0,1.0,0.0,0.0,1.0,0.0,1.0,134.0,752.0
flat,the serenas,sector 36,0.42,7910.0,2.0,2.0,1,3.0,New Property,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.5
house,dlf city plots,sector 26,17.3,38737.0,6.0,7.0,3+,3.0,New Property,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,124.0,744.3333333333334
house,independent,sector 10a,3.6,19608.0,3.0,4.0,3,3.0,Moderately Old,1836.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,612.0
house,independent,sector 26,6.0,33333.0,3.0,5.0,3+,3.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,600.0
flat,dlf new town heights,sector 91,1.75,7403.0,4.0,4.0,3+,9.0,Relatively New,2139.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0,591.0
flat,godrej nature plus,sector 33,1.27,9183.0,2.0,2.0,3+,9.0,Under Construction,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,691.5
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4.0,4.0,3,2.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,493.75
flat,emaar gurgaon greens,sector 102,1.55,9394.0,3.0,4.0,3,7.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,152.0,550.0
flat,signature global synera,sector 81,0.49,6667.0,2.0,2.0,3,5.0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,367.5
house,ansals palam vihar,sector 2,2.68,17213.0,4.0,3.0,2,3.0,Moderately Old,1557.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,389.25
flat,ats triumph,sector 104,1.85,8079.0,3.0,4.0,3+,14.0,Relatively New,2072.0,1.0,1.0,1.0,1.0,0.0,0.0,117.0,763.3333333333334
flat,trisara our homes 3,sohna road,0.4,4479.0,2.0,2.0,2,1.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.5
flat,breez global hill view,sohna road,0.35,5600.0,2.0,2.0,2,14.0,Relatively New,694.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,312.5
flat,spectrum centre,sector 82a,0.62,9538.0,1.0,1.0,No,6.0,Relatively New,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0
flat,godrej aria,sector 79,1.45,9062.0,2.0,2.0,3+,9.0,Relatively New,1494.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,800.0
flat,chd avenue,sector 71,1.25,6596.0,3.0,4.0,2,14.0,Relatively New,1577.0,1.0,1.0,0.0,1.0,1.0,2.0,128.0,631.6666666666666
flat,emaar digihomes,sector 62,2.1,14257.0,2.0,2.0,2,30.0,New Property,1365.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,736.5
flat,experion windchants,sector 112,5.6,11551.0,4.0,6.0,3+,8.0,Relatively New,3655.35,0.0,1.0,0.0,0.0,0.0,1.0,168.0,1212.0
house,independent,sector 11,0.95,7308.0,5.0,3.0,0,1.0,Moderately Old,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0
flat,palam vihar society,sector 2,0.4,8602.0,1.0,1.0,1,5.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,465.0
flat,ats triumph,sector 104,2.55,13077.0,4.0,4.0,3+,21.0,Relatively New,2509.0,0.0,1.0,0.0,0.0,0.0,0.0,150.0,487.5
flat,essel towers,sector 14,2.2,12500.0,3.0,4.0,3+,3.0,Old Property,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.6666666666666
flat,suncity avenue 76,sector 76,0.55,7422.0,2.0,2.0,2,9.0,Under Construction,823.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,370.5
flat,godrej air,sector 85,2.6,12212.0,3.0,3.0,3,17.0,Under Construction,2129.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,709.6666666666666
flat,tarc maceo,sector 91,0.87,6641.0,2.0,2.0,2,9.0,Relatively New,1148.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,655.0
flat,orris aster court,sector 85,0.9,5671.0,3.0,3.0,3,8.0,Relatively New,1436.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,529.0
flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4.0,2,12.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,601.6666666666666
flat,indiabulls centrum park,sector 103,1.32,7788.0,3.0,3.0,3+,6.0,Relatively New,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,565.0
flat,signature global infinity mall,sector 36,0.41,6269.0,2.0,2.0,3,3.0,New Property,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0
